00000002 Ether (20 Gwei), 0x958a9ea4e3c79e1786e9c33f96a4f659c582d1996384c74116451d76363a97d6
00000002 Ether (20 Gwei), 0xff2a949b6a7822139e017c1519b9fdd0263a8cfcceca49d16c76bccd9ab29c87
00000002 Ether (20 Gwei), 0x550ddb7632ccbe72ba1dfe441169e2457ab8984ea3ca07441725a6c8ee0f878c
00000002 Ether (20 Gwei), 0x149508d3ce3aecf6e00008e045b9e9ca9b51699ad51ee489c6a549d69840e90d
00000002 Ether (20 Gwei), 0x35c72a399d77d26d4bc91ffd44b6ffd20d1b6741638a6e4809ea3251622e21c0
00000002 Ether (20 Gwei), 0x000c4ba369c7089301052969e6391bd10f12426fb162b5b857f5e4efda9cd344
00000002 Ether (20 Gwei), 0x9a89e9b07c74a8b93ce8f7d1736a04f7a1cb5e753dadcb039ec8d9c08d2ca3b4
00000002 Ether (20 Gwei), 0x64c7c9475a42ffcc0785823af542ffc14033bb5d242ade6ae1298c1730abb132
00000002 Ether (20 Gwei), 0xd613c8f6214e0282cc49a1eb4ec7e37f96e3ae6511a979201977d87164fbcd4b
00000002 Ether (20 Gwei), 0x9b5a4ef5cacd66ee09434a14ec164824bfca54a56332f676aca81c1492f39a20
00000002 Ether (20 Gwei), 0x256b5b02acfde0c77e125ef32ad4107d7cc2474cec3bda9b067fa99ce6e80af4
00000002 Ether (20 Gwei), 0xab9ef1881c2a595d4073abce8e4b0117976792c9356704664278facdbfef7a85
00000002 Ether (20 Gwei), 0xf21488409db1ae0028af2c58718f821214d20fa8616a16d3f3059c095f9b8af3
00000002 Ether (20 Gwei), 0x82b07b0d61b3d24b9ba300bf436964e5534c3d966085dffce028e448b1a5ed1a
00000002 Ether (20 Gwei), 0x027f2672100a3e11f04ee0ca2e0ae521b89851c5e4f1262f4dce17f3e25c5573
00000002 Ether (20 Gwei), 0xcf8904b334a592eaf1fa75402853da37590acb496d6e3eac2b97a7d046991f99
00000002 Ether (20 Gwei), 0x576085cac0ad874b170f37fda8de45f9756fd6de1547c66985dce0b098b4ae6b
00000002 Ether (20 Gwei), 0x8e000cfdd2be8f68d8ece4943a46326a88428e7b5a8ff49138fb1a1849cedc0c
00000002 Ether (20 Gwei), 0x3439f01dcde45d2f3a53df51cbcfbf2204c0fbe2dd76c43ed1c41a3ebf1e85c8
00000002 Ether (20 Gwei), 0x80415fb4c37fac59d4643c4d04c4324192df641d5bfd860e13b22c1ca3f2e783
00000002 Ether (20 Gwei), 0x747c077a38b0be87741ce87e8ebb0855dceaaa415401096639b9ce1d4223ec37
00000002 Ether (20 Gwei), 0x4b8cdbe9860f1cca5fcc81beeeae51b605cd6e96aa383ed1e9efda5b817cdea4
00000002 Ether (20 Gwei), 0xb89363e9948bbbe1d610bd2c8cff83ac44071e6b8143d56274721b808ede534b
00000002 Ether (20 Gwei), 0x21f90d6550238b633a8e857e00046f827a91fce40a8aab27bf7ddcd669bdd912
00000002 Ether (20 Gwei), 0x6bc77ad9224eebdd78345d25217c010d2126dbe6ecd46bd289a8b458d2b7931a
00000002 Ether (20 Gwei), 0xd95d6b24dda5bd3846acc8be72e6f9e166e6c03eb05ed029f34d6bf1d141663c
00000002 Ether (20 Gwei), 0x2d55ecda37c4638cd6abb21a3f6655cc76e7ec659018e51f9704054a4bc2b18c
00000002 Ether (20 Gwei), 0x468774179ea4b6e378ef6575bf3bcd6e8cbf8c8d74d56828834f4b9736e7273c
00000002 Ether (20 Gwei), 0x5fedac888b5a288192a02ec958ff6ee02b5fbeb11374ff033dd14422dab51f27
00000002 Ether (20 Gwei), 0x610376718651870245eb30d05e4a118e2aceff6d2af8a4543fbfcecb84d0ab09
00000002 Ether (20 Gwei), 0xd07f8a8c7b320cdc3778f015a9a28d10162f930bfb2a0d36b4bccab451cce07a
00000002 Ether (20 Gwei), 0x0e332db29679e420fd87bbe8438cdf31b470ea46fbe020d8f68e092d9bb8d48c
00000002 Ether (20 Gwei), 0xfc736c7b3089b2e70527f7e9f6bd4c8a7a19e3ed1e34e6570a129f0af6a25ba5
00000002 Ether (20 Gwei), 0x0760c80c8c5514b671429f1c6a710f4b8381a9c9f8b00681d62cf83b4567f230
00000002 Ether (20 Gwei), 0xf4519f3ea4e5aa77902d6ec77384eabb9f7bbd20116a342fd59dbf7071d822b9
00000002 Ether (20 Gwei), 0xf28c09f160758c6bb30ef6cf571bac5965da0a6b620d979e8a486adbedfdd0ca
00000002 Ether (20 Gwei), 0x5d8c0ad81c2a72b43cc79dbecf618b294602b25feaec0f2fa06bbd8aca303a9c
00000002 Ether (20 Gwei), 0xe3b19e3a4731d7999f34bb512493560015cea4f4b5daa37fee649387297c147c
00000002 Ether (20 Gwei), 0xf54a11eca530a0e6fa0bf2188568e143f447f017ebf30dd813904db4f54f1bca
00000002 Ether (20 Gwei), 0x995661e7dfb39704306c7c2c603c47d11c4ece14989fd080334f917ddd7e08fd
00000002 Ether (20 Gwei), 0x38a54ab86acd3f9f9ba5784ab8966fd39ccfa3ea741a207c0f6c027f3068571a
00000002 Ether (20 Gwei), 0xbdbdf0b460262f68902fca80e5c5ad5d1da22c95930900fbba5cd16e46e59929
000000018 Ether (18 Gwei), 0xe2bebaa532ef4518da0a80335dcc5487cfd7440574ff49a671baa37fb613643a
000000018 Ether (18 Gwei), 0x50eca9dad292da941c1b2a2bbb37460688ae695eba2cb98bf6143e49882a8e46
000000018 Ether (18 Gwei), 0x404f7d96add1c763087e9e7d2ff2eb783592bceaa53f8c7dafd3f3799344048c
000000018 Ether (18 Gwei), 0x3f1dadfff4ed7cb18aafd371ced40b48f503f1f8daf2c05ad8c46d060117d36f
000000018 Ether (18 Gwei), 0xff8e3f056cf9b14839d88151e765e83747b589d48d1731a9102492f2d50bdbf0
